,experiment_id,well,strain,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,container_id,aliquot_id,od,fluor_gain_0.16,fluor_gain_0.16/od,dead,ungrowing,doubling_time,n0
0,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6dc88mn8.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,4,666273f57d5768ff855a2b0130ea383f1bb2298a,"B_subtilis_WT_JH642 | 30.0 | [18.0] | {""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,,0.0,,['Modified M9 Media|NA|NA'],30.0,celsius,18.0,hour,ct1dwhw4c6ey3wd,aq1dwhy6dc88mn8,0.05285865044246932,1.5687399993268394,29.67802,False,False,218602323.34224448,0.03638519675493879
1,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6f5p9jmk.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,1,0869061a913e7ebd946abd07573ab08764522556,"B_subtilis_WT_JH642 | 30.0 | [18.5] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,18.5,hour,ct1dwhw4c64rar4,aq1dwhy6f5p9jmk,0.03502726917667292,1.6847655070379357,48.09868,False,False,218602323.34224448,0.03638519675493879
2,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6ft72xwd.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,1,dfc52d1cbe809ff157002b5868c0225dbabd1fad,"B_subtilis_WT_JH642 | 30.0 | [19.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,19.0,hour,ct1dwhw4c7258yw,aq1dwhy6ft72xwd,0.0350830209945553,1.4982225993342302,42.705059999999996,False,False,218602323.34224448,0.03638519675493879
3,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6gdhwywf.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,1,182a2ea2c55c1b84608135ddfca7ed226aa8d9da,"B_subtilis_WT_JH642 | 30.0 | [19.5] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,19.5,hour,ct1dwhw4c6r2nxn,aq1dwhy6gdhwywf,0.036074407015801765,-0.0770696562041666,-2.1364099999999997,False,False,218602323.34224448,0.03638519675493879
4,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6gxqf2gv.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,2,ef7b1bdc46a31e2f3d75e7e336899fe7664415a3,"B_subtilis_WT_JH642 | 30.0 | [20.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,20.0,hour,ct1dwhw4c7mae3e,aq1dwhy6gxqf2gv,0.03494922241998619,1.900627402893742,54.382540000000006,False,False,218602323.34224448,0.03638519675493879
5,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6mu92h3t.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,4,cf56fbac71f5909d6688dd693f28c6d4b6726e4c,"B_subtilis_WT_JH642 | 30.0 | [20.5] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,20.5,hour,ct1dwhw4c7b7u26,aq1dwhy6mu92h3t,0.03491296988771411,0.0398235728740599,1.14065,False,False,218602323.34224448,0.03638519675493879
6,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6p2k2xdj.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,4,0723d93475206f93a4d0d0209a45ed91581ebbc8,"B_subtilis_WT_JH642 | 30.0 | [21.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,21.0,hour,ct1dwhw4c87fk5x,aq1dwhy6p2k2xdj,0.034657221982894365,0.08171413580089686,2.35778,False,False,218602323.34224448,0.03638519675493879
7,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6pvsykrs.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,4,fea04242f8db3b6a4186b0f3539344102066d0bb,"B_subtilis_WT_JH642 | 30.0 | [21.5] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,21.5,hour,ct1dwhw4c7wcz4p,aq1dwhy6pvsykrs,0.034727569528650186,0.8377027253531321,24.122120000000002,False,False,218602323.34224448,0.03638519675493879
8,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6qwvmtky.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,4,9410777ce15e4b5e60ce9d6a206a884eeeb474dd,"B_subtilis_WT_JH642 | 30.0 | [22.0] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,22.0,hour,ct1dwhw4c5gexhj,aq1dwhy6qwvmtky,0.0342496787255841,5.306448841912951,154.93427,False,False,218602323.34224448,0.03638519675493879
9,r1dwhw4axfhzzx,a1,B_subtilis_WT_JH642,5bee125189f10442ca0f7eb3,sample.transcriptic.aq1dwhy6re8c772.experiment.transcriptic.r1dwhw4axfhzzx,NovelChassis-OR-Circuit-Cycle0-8hour,transcriptic,4,0f95f01f837e6a9581d7667b4a670ecda67883e2,"B_subtilis_WT_JH642 | 30.0 | [22.5] | {""Cuminic Acid + IPTG"": [0.0], ""Modified M9 Media"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",,,,,Modified M9 Media,Cuminic Acid + IPTG,0.0,mM,"['Cuminic Acid + IPTG|0.0|mM', 'Modified M9 Media|NA|NA']",30.0,celsius,22.5,hour,ct1dwhw4c57ccga,aq1dwhy6re8c772,0.035030822075516534,3.9696500348851216,113.31878,False,False,218602323.34224448,0.03638519675493879
