,experiment_id,well,strain,_id,sample_id,experiment_reference,lab,replicate,replicate_group,replicate_group_string,strain_name,strain_class,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,container_id,aliquot_id,od,fluor_gain_0.16,fluor_gain_0.16/od,dead,ungrowing,doubling_time,n0
0,r1dw4j9z5fwbcy,a1,UWBF_6390,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwg5xet8sd7g.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,1,f6d581323482ec07e437256b82df7dcb95a6a5fa,"UWBF_6390 | 30.0 | [16.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_w303_positive_control_NOR_00_6390,Control,,,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],30.0,celsius,16.0,hour,ct1dw4j9znpvwz9,aq1dwg5xet8sd7g,1.0299526202869091,97.07434955680135,94.25128000000001,False,False,14.312046163453621,0.46617537440998363
1,r1dw4j9z5fwbcy,a1,UWBF_6390,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwh25dznzej6.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,7,10182bd0c51f4eaac226e10130ed8642fed73e3c,"UWBF_6390 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_w303_positive_control_NOR_00_6390,Control,,,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],30.0,celsius,22.0,hour,ct1dw4j9zt6e2v7,aq1dwh25dznzej6,0.8350112251948089,57.243276047854465,68.5539,False,False,14.312046163453621,0.46617537440998363
2,r1dw4j9z5fwbcy,a1,UWBF_6390,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwhwaak7hw7b.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,7,3b97449afb7b11f1b2b1c0dda20a91973d3611b6,"UWBF_6390 | 30.0 | [28.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_w303_positive_control_NOR_00_6390,Control,,,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],30.0,celsius,28.0,hour,ct1dw4j9zr74cuf,aq1dwhwaak7hw7b,0.5264253939911908,27.302137359563307,51.86326,False,False,14.312046163453621,0.46617537440998363
3,r1dw4j9z5fwbcy,a1,UWBF_6390,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwjschpup6ye.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,1,d2e5adbf3da70663ebe23a1ab3c667cef5d2f7dc,"UWBF_6390 | 30.0 | [34.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_w303_positive_control_NOR_00_6390,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,34.0,hour,ct1dw4j9zsnha2r,aq1dwjschpup6ye,0.1560789034539202,10.734647959259327,68.77705999999999,False,False,14.312046163453621,0.46617537440998363
4,r1dw4j9z5fwbcy,a1,UWBF_6390,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwknb74jhenv.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,1,66bee4ba4daad33b3b3082baae42b4824a077b9f,"UWBF_6390 | 30.0 | [40.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_w303_positive_control_NOR_00_6390,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,40.0,hour,ct1dw4j9zrnuxhv,aq1dwknb74jhenv,0.9484383321904398,75.19427124417712,79.28219,False,False,14.312046163453621,0.46617537440998363
5,r1dw4j9z5fwbcy,a1,UWBF_6390,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwmh9r5uawhc.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,1,1ce8a81f6a085ed05a23401f929f58b70e0dce36,"UWBF_6390 | 30.0 | [46.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_w303_positive_control_NOR_00_6390,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,46.0,hour,ct1dw4j9zrdwjmn,aq1dwmh9r5uawhc,0.8676560582490809,65.45556547913458,75.43953,False,False,14.312046163453621,0.46617537440998363
6,r1dw4j9z5fwbcy,a1,UWBF_6390,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwnd9f6zp3an.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,1,71e9154e533657d5b3506fe6f785695e2794d825,"UWBF_6390 | 30.0 | [52.0] | {""Synthetic_Complete"": [""""], ""beta-estradiol"": [0.0]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_w303_positive_control_NOR_00_6390,Control,,,Synthetic_Complete,beta-estradiol,0.0,mM,"['Synthetic_Complete|NA|NA', 'beta-estradiol|0.0|mM']",30.0,celsius,52.0,hour,ct1dw4j9zrvp5b3,aq1dwnd9f6zp3an,1.0370954525376823,87.36244835141791,84.23761999999999,False,False,14.312046163453621,0.46617537440998363
7,r1dw4j9z5fwbcy,a10,UWBF_24926,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwg5xetdb6qn.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,1,c3f4ce374ef27184dd1ec8ec6a5530c410426523,"UWBF_24926 | 30.0 | [16.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],30.0,celsius,16.0,hour,ct1dw4j9znpvwz9,aq1dwg5xetdb6qn,0.033575869112328516,4.610488445596,137.31554,True,True,,
8,r1dw4j9z5fwbcy,a10,UWBF_24926,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwh25dzsdzxd.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,28,dc9b98c226d0e05fadeb23d1931939aab3d9bca8,"UWBF_24926 | 30.0 | [22.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],30.0,celsius,22.0,hour,ct1dw4j9zt6e2v7,aq1dwh25dzsdzxd,0.03354502064515559,6.428379426075237,191.63439,True,True,,
9,r1dw4j9z5fwbcy,a10,UWBF_24926,5bfd9cf289f1041e26f37d6d,sample.transcriptic.aq1dwhwaakaxgkj.experiment.transcriptic.r1dw4j9z5fwbcy,YeastSTATES-CRISPR-Long-Duration-Time-Series-20191208,transcriptic,28,589f24368aa3237448300fbed8404fae05b5982d,"UWBF_24926 | 30.0 | [28.0] | {""Synthetic_Complete"": [""""]} | PLATE_READER | NO_STANDARD_TYPE",CRISPR_CEN.PK2_24926,Experiment,,,Synthetic_Complete,,0.0,,['Synthetic_Complete|NA|NA'],30.0,celsius,28.0,hour,ct1dw4j9zr74cuf,aq1dwhwaakaxgkj,0.032954114253225,4.483591975183447,136.05561,True,True,,
